,zip,type,decommissioned,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,world_region,country,latitude,longitude,irs_estimated_population
16950,38391,STANDARD,0,Denmark,,,TN,Madison County,America/Chicago,731,,US,35.54,-88.97,1030
16951,38392,STANDARD,0,Mercer,,,TN,Madison County,America/Chicago,731,,US,35.48,-89.03,610
16952,38393,PO BOX,0,Chewalla,,,TN,McNairy County,America/Chicago,731,,US,35.02,-88.67,0
16953,38401,STANDARD,0,Columbia,,,TN,Maury County,America/Chicago,"615,931",,US,35.62,-87.04,53080
16955,38425,STANDARD,0,Clifton,,,TN,Wayne County,America/Chicago,931,,US,35.38,-87.99,1410
16956,38449,STANDARD,0,Ardmore,,Dellrose,TN,Giles County,America/Chicago,931,,US,35.04,-86.82,2700
16957,38450,STANDARD,0,Collinwood,,,TN,Wayne County,America/Chicago,931,,US,35.17,-87.74,2010
16958,38451,STANDARD,0,Culleoka,,,TN,Maury County,America/Chicago,931,,US,35.46,-86.99,4720
16959,38452,STANDARD,0,Cypress Inn,,,TN,Wayne County,America/Chicago,931,,US,35.05,-87.79,740
16960,38453,STANDARD,0,Dellrose,,,TN,Lincoln County,America/Chicago,931,,US,35.11,-86.8,370
16961,38454,STANDARD,0,Duck River,,,TN,Hickman County,America/Chicago,931,,US,35.71,-87.35,890
16962,38455,PO BOX,0,Elkton,,,TN,Giles County,America/Chicago,931,,US,35.04,-86.89,428
16963,38456,STANDARD,0,Ethridge,,,TN,Lawrence County,America/Chicago,931,,US,35.32,-87.3,3010
16964,38457,STANDARD,0,Five Points,,,TN,Lawrence County,America/Chicago,931,,US,35.03,-87.28,630
16965,38459,STANDARD,0,Frankewing,,,TN,Lincoln County,America/Chicago,931,,US,35.19,-86.8,380
16966,38460,STANDARD,0,Goodspring,,,TN,Giles County,America/Chicago,931,,US,35.12,-87.14,1170
16967,38461,STANDARD,0,Hampshire,,,TN,Maury County,America/Chicago,931,,US,35.58,-87.35,1310
16968,38462,STANDARD,0,Hohenwald,Kimmins,,TN,Lewis County,America/Chicago,931,,US,35.55,-87.55,8560
16969,38463,STANDARD,0,Iron City,,,TN,Wayne County,America/Chicago,,,US,35.02,-87.58,2220
16970,38464,STANDARD,0,Lawrenceburg,,,TN,Lawrence County,America/Chicago,931,,US,35.24,-87.33,18770
16971,38468,STANDARD,0,Leoma,,,TN,Lawrence County,America/Chicago,931,,US,35.12,-87.3,4590
16972,38469,STANDARD,0,Loretto,,,TN,Lawrence County,America/Chicago,931,,US,35.08,-87.43,3560
16973,38471,STANDARD,0,Lutts,,,TN,Wayne County,America/Chicago,931,,US,35.11,-87.9,370
16974,38472,STANDARD,0,Lynnville,,,TN,Giles County,America/Chicago,931,,US,35.37,-87.0,2390
16975,38473,STANDARD,0,Minor Hill,,,TN,Giles County,America/Chicago,931,,US,35.03,-87.17,890
16976,38474,STANDARD,0,Mount Pleasant,Mt Pleasant,,TN,Maury County,America/Chicago,931,,US,35.55,-87.19,7010
16977,38475,STANDARD,0,Olivehill,,,TN,Hardin County,America/Chicago,931,,US,35.26,-88.04,600
16978,38476,STANDARD,0,Primm Springs,,,TN,Williamson County,America/Chicago,615,,US,35.8,-87.25,1120
16979,38477,STANDARD,0,Prospect,,,TN,Giles County,America/Chicago,931,,US,35.05,-87.0,2130
16980,38478,STANDARD,0,Pulaski,,,TN,Giles County,America/Chicago,931,,US,35.19,-87.03,14650
16981,38481,STANDARD,0,Saint Joseph,,St Joseph,TN,Lawrence County,America/Chicago,931,,US,35.03,-87.49,750
16982,38482,STANDARD,0,Santa Fe,,,TN,Maury County,America/Chicago,931,,US,35.75,-87.16,1640
16983,38483,STANDARD,0,Summertown,,,TN,Lawrence County,America/Chicago,931,,US,35.43,-87.33,5030
16984,38485,STANDARD,0,Waynesboro,,,TN,Wayne County,America/Chicago,931,,US,35.32,-87.75,4940
16985,38486,STANDARD,0,Westpoint,,,TN,Lawrence County,America/Chicago,,,US,35.15,-87.53,820
16986,38487,STANDARD,0,Williamsport,,,TN,Maury County,America/Chicago,931,,US,35.72,-87.23,960
16987,38488,STANDARD,0,Taft,,,TN,Lincoln County,America/Chicago,931,,US,35.05,-86.68,2150
16988,38501,STANDARD,0,Cookeville,Algood,,TN,Putnam County,America/Chicago,931,,US,36.15,-85.5,29500
16991,38504,STANDARD,0,Allardt,,,TN,Fentress County,America/Chicago,931,,US,36.38,-84.88,1050
16992,38505,UNIQUE,0,Cookeville,,Tennessee Tech Univ,TN,Putnam County,America/Chicago,931,,US,36.18,-85.51,71
16993,38506,STANDARD,0,Cookeville,,"Cookevl, Cookevle",TN,Putnam County,America/Chicago,931,,US,36.19,-85.43,25610
16994,38541,STANDARD,0,Allons,,,TN,Overton County,America/Chicago,,,US,36.51,-85.32,1340
16995,38542,STANDARD,0,Allred,,,TN,Overton County,America/Chicago,931,,US,36.32,-85.2,31
16996,38543,STANDARD,0,Alpine,,,TN,Overton County,America/Chicago,931,,US,36.36,-85.14,420
16997,38544,STANDARD,0,Baxter,,,TN,Putnam County,America/Chicago,931,,US,36.15,-85.63,6260
16998,38545,STANDARD,0,Bloomington Springs,Blmngton Spgs,,TN,Jackson County,America/Chicago,931,,US,36.22,-85.66,1070
16999,38547,STANDARD,0,Brush Creek,,,TN,Smith County,America/Chicago,615,,US,36.11,-86.01,1910
17000,38548,STANDARD,0,Buffalo Valley,Buffalo Vly,,TN,Putnam County,America/Chicago,615,,US,36.18,-85.75,660
17001,38549,STANDARD,0,Byrdstown,,,TN,Pickett County,America/Chicago,931,,US,36.57,-85.13,3030
17002,38550,PO BOX,0,Campaign,,,TN,Warren County,America/Chicago,931,,US,35.76,-85.64,56
17003,38551,STANDARD,0,Celina,,,TN,Clay County,America/Chicago,931,,US,36.54,-85.5,3060
17004,38552,STANDARD,0,Chestnut Mound,Chestnut Mnd,,TN,Smith County,America/Chicago,615,,US,36.22,-85.81,340
17005,38553,STANDARD,0,Clarkrange,,,TN,Fentress County,America/Chicago,931,,US,36.21,-84.96,2080
17006,38554,STANDARD,0,Crawford,,,TN,Overton County,America/Chicago,931,,US,36.24,-85.18,670
17007,38555,STANDARD,0,Crossville,"Fairfield Glade, Fairfld Glde",Fairfield,TN,Cumberland County,America/Chicago,931,,US,35.95,-85.03,15370
17008,38556,STANDARD,0,Jamestown,,,TN,Fentress County,America/Chicago,931,,US,36.43,-84.93,9280
17010,38558,STANDARD,0,Crossville,,"Crossvl, Crossvle, Fairfield, Fairfield Glade, Fairfld Glade",TN,Cumberland County,America/Chicago,931,,US,36.01,-84.87,8380
17011,38559,STANDARD,0,Doyle,,,TN,White County,America/Chicago,931,,US,35.85,-85.51,1000
17012,38560,STANDARD,0,Elmwood,,,TN,Smith County,America/Chicago,615,,US,36.24,-85.88,1150
17013,38562,STANDARD,0,Gainesboro,,,TN,Jackson County,America/Chicago,931,,US,36.36,-85.65,4780
17014,38563,STANDARD,0,Gordonsville,,New Middleton,TN,Smith County,America/Chicago,615,,US,36.18,-85.93,2310
17015,38564,STANDARD,0,Granville,,,TN,Jackson County,America/Chicago,931,,US,36.27,-85.74,440
17016,38565,STANDARD,0,Grimsley,,,TN,Fentress County,America/Chicago,931,,US,36.25,-85.03,990
17017,38567,STANDARD,0,Hickman,,,TN,Smith County,America/Chicago,615,,US,36.1,-85.9,760
17018,38568,STANDARD,0,Hilham,,,TN,Overton County,America/Chicago,,,US,36.44,-85.47,1670
17019,38569,STANDARD,0,Lancaster,,,TN,Smith County,America/Chicago,615,,US,36.09,-85.85,310
17020,38570,STANDARD,0,Livingston,,,TN,Overton County,America/Chicago,931,,US,36.38,-85.32,7750
17021,38571,STANDARD,0,Crossville,,,TN,Cumberland County,America/Chicago,931,,US,36.05,-85.01,11450
17022,38572,STANDARD,0,Crossville,,,TN,Cumberland County,America/Chicago,931,,US,35.85,-85.13,10090
17023,38573,STANDARD,0,Monroe,,,TN,Overton County,America/Chicago,,,US,36.45,-85.2,1770
17024,38574,STANDARD,0,Monterey,,,TN,Putnam County,America/Chicago,931,,US,36.13,-85.24,6960
17025,38575,STANDARD,0,Moss,,,TN,Clay County,America/Chicago,931,,US,36.59,-85.68,890
17026,38577,STANDARD,0,Pall Mall,,,TN,Pickett County,America/Chicago,,,US,36.56,-84.95,870
17027,38578,PO BOX,0,Pleasant Hill,,,TN,Cumberland County,America/Chicago,931,,US,35.98,-85.2,698
17028,38579,STANDARD,0,Quebeck,,,TN,White County,America/Chicago,931,,US,35.84,-85.55,860
17029,38580,STANDARD,0,Rickman,,,TN,Overton County,America/Chicago,931,,US,36.29,-85.3,1830
17030,38581,STANDARD,0,Rock Island,Bone Cave,,TN,Warren County,America/Chicago,931,,US,35.71,-85.6,3540
17031,38582,STANDARD,0,Silver Point,,,TN,Putnam County,America/Chicago,,,US,36.09,-85.76,1160
17032,38583,STANDARD,0,Sparta,Ravenscroft,Riverwatch,TN,White County,America/Chicago,931,,US,35.93,-85.47,20500
17033,38585,STANDARD,0,Spencer,,,TN,Van Buren County,America/Chicago,"423,931",,US,35.74,-85.45,3370
17034,38587,STANDARD,0,Walling,,,TN,White County,America/Chicago,931,,US,35.85,-85.62,1160
17035,38588,STANDARD,0,Whitleyville,,,TN,Jackson County,America/Chicago,931,,US,36.48,-85.7,850
17036,38589,STANDARD,0,Wilder,,,TN,Overton County,America/Chicago,931,,US,36.26,-85.08,93
