,Unnamed: 0,Latitude,Longitude,Main Address,City,State,Zip Code,County,FIPS,_merge
81,152,35.73721,-86.892989,3833 Old Port Royal Rd N,Spring Hill,TN,37174,Maury County,47119,both
82,153,35.77677,-86.914705,4908 Columbia Hwy,Spring Hill,TN,37174,Williamson County,47187,both
83,154,36.0841,-87.800005,103 Waverly Pl,Waverly,TN,37185,Humphreys County,47085,both
84,155,36.108582,-87.227905,2001 Hwy 47 N,White Bluff,TN,37187,Dickson County,47043,both
85,159,35.82724,-86.068427,101 E Main St,Woodbury,TN,37190,Cannon County,47015,both
86,160,36.156145,-86.787588,1201 Broadway,Nashville,TN,37203,Davidson County,47037,both
87,161,36.1906,-86.799331,801 Vantage Way Ct,Nashville,TN,37228,Davidson County,47037,both
88,162,36.145916,-86.812043,2700 West End Ave,Nashville,TN,37203,Davidson County,47037,both
89,163,36.208412,-86.77736,2311 Brick Church Pike,Nashville,TN,37206,Davidson County,47037,both
90,164,36.142965,-86.743719,524 Murfreesboro Rd,Nashville,TN,37210,Davidson County,47037,both
91,166,36.120827,-86.774905,2612 8th Avenue South,Nashville,TN,37204,Davidson County,47037,both
92,167,36.124782,-86.751526,2212 Nolensville Rd,Nashville,TN,37211,Davidson County,47037,both
93,168,36.152409,-86.844063,4700 Charlotte Ave,Nashville,TN,37209,Davidson County,47037,both
94,170,36.101306,-86.817641,4110 Hillsboro Rd,Nashville,TN,37215,Davidson County,47037,both
95,171,36.121714,-86.705319,1173 Murfreesboro Rd,Nashville,TN,37217,Davidson County,47037,both
96,184,36.138497,-86.882105,6620 Charlotte Pike,Nashville,TN,37209,Davidson County,47037,both
97,189,36.081972,-86.727361,4041 Nolensville Rd,Nashville,TN,37211,Davidson County,47037,both
98,201,36.074784,-86.921428,7100 Hwy 70 S,Nashville,TN,37221,Davidson County,47037,both
99,390,34.998877,-85.095465,1735 Ooltewah Ringgold Road,Chattanooga,TN,37363,Hamilton County,47065,both
100,391,35.45017,-84.623452,1403 Congress Pky,Athens,TN,37303,McMinn County,47107,both
101,392,35.127005,-84.720522,178 Highway 64,Ocoee,TN,37361,Polk County,47139,both
102,393,35.2908,-84.817595,200 Lower River Rd Nw,Charleston,TN,37310,Bradley County,47011,both
103,395,35.189909,-84.880148,1350 25th St Nw,Cleveland,TN,37312,Bradley County,47011,both
104,396,35.201147,-84.844862,4500 N Lee Hwy,Cleveland,TN,37312,Bradley County,47011,both
105,397,35.130294,-84.867424,2365 Apd 40,Cleveland,TN,37312,Bradley County,47011,both
106,398,35.213368,-84.883204,4095 Georgetown Road Nw,Cleveland,TN,37312,Bradley County,47011,both
107,399,35.152772,-84.952911,281 Pleasant Grove Road Sw,Cleveland,TN,37353,Bradley County,47011,both
108,404,35.084597,-85.062009,9211 Lee Hwy,Ooltewah,TN,37363,Hamilton County,47065,both
109,406,35.199363,-86.096418,1515 North Hwy 41a,Winchester,TN,37398,Franklin County,47051,both
110,407,35.475206,-85.02942,130 Abel Dr,Dayton,TN,37321,Rhea County,47143,both
111,408,35.516902,-84.790678,17447 State Highway 58 N,Decatur,TN,37322,Meigs County,47121,both
112,411,35.36216,-85.394264,14950 Rankin Ave S,Dunlap,TN,37327,Sequatchie County,47153,both
113,413,35.33891,-84.520901,620 N Tennessee Ave,Etowah,TN,37331,McMinn County,47107,both
114,414,35.130135,-86.565785,1410 Huntsville Hwy,Fayetteville,TN,37334,Lincoln County,47103,both
115,416,35.692078,-84.859668,22620 Rhea County Highway,Spring City,TN,37381,Rhea County,47143,both
116,417,35.03585,-85.582125,260 Tva Road,Jasper,TN,37347,Marion County,47115,both
117,418,35.084749,-85.19346,4608 Hwy 58,Chattanooga,TN,37416,Hamilton County,47065,both
118,420,35.13879,-85.247152,5440 Hwy 153,Chattanooga,TN,37343,Hamilton County,47065,both
119,421,35.20111,-85.158681,8601 Hixson Pike,Hixson,TN,37343,Hamilton County,47065,both
120,422,35.115276,-85.254478,4123 Hixson Pike,Chattanooga,TN,37415,Hamilton County,47065,both
121,425,35.042893,-85.685998,160 Main St,Kimball,TN,37347,Marion County,47115,both
122,426,35.459894,-86.057086,2211 Hillsboro Blvd,Manchester,TN,37355,Coffee County,47031,both
123,427,35.025437,-85.363849,156 Browns Ferry Rd,Chattanooga,TN,37419,Hamilton County,47065,both
124,428,34.991259,-85.28946,4502 Rossville Blvd,Chattanooga,TN,37407,Hamilton County,47065,both
