,Latitude,Longitude,Main Address,City,State,Zip Code,County,FIPS,_merge
70,35.4731824,-85.0329511,4257 RHEA COUNTY HIGHWAY,DAYTON,TN,37321,Rhea County,47143,both
71,35.3842729,-85.3809504,16689 RANKIN AVENUE,DUNLAP,TN,37327,Sequatchie County,47153,both
72,35.2023343,-86.0945719,1735 DECHERD BLVD.,DECHERD,TN,37324,Franklin County,47051,both
73,35.017819,-85.3793012,3700 CUMMINGS HIGHWAY,CHATTANOOGA,TN,37419,Hamilton County,47065,both
74,35.0425769,-85.6871112,100 MAIN STREET,KIMBALL,TN,37347,Marion County,47115,both
75,35.9555647,-85.0316222,605 N. MAIN ST.,CROSSVILLE,TN,38555,Cumberland County,47035,both
76,35.9859618,-85.0120555,2449 GENESIS ROAD,CROSSVILLE,TN,38571,Cumberland County,47035,both
77,35.912994,-84.5829664,1618 SOUTH ROANE ST,HARRIMAN,TN,37748,Roane County,47145,both
78,35.7326496,-84.3912019,12502 HIGHWAY 72 NORTH,LOUDON,TN,37774,Loudon County,47105,both
79,35.0720592,-89.9323835,2811 GETWELL,MEMPHIS,TN,38118,Shelby County,47157,both
80,35.03133,-90.024895,4290 ELVIS PRESLEY BLVD.,MEMPHIS,TN,38116,Shelby County,47157,both
81,35.0500846,-89.854521,6260 WINCHESTER,MEMPHIS,TN,38115,Shelby County,47157,both
82,35.0199706,-89.8366912,6781 E. SHELBY DR.,MEMPHIS,TN,38141,Shelby County,47157,both
83,35.0711672,-89.8430063,2845 KIRBY PARKWAY,MEMPHIS,TN,38119,Shelby County,47157,both
84,35.1111309,-89.9463131,749 SOUTH HIGHLAND,MEMPHIS,TN,38111,Shelby County,47157,both
85,35.0396854,-90.0681462,3990 S 3RD ST,MEMPHIS,TN,38109,Shelby County,47157,both
86,35.1166033,-89.9087814,4605 POPLAR AVENUE,MEMPHIS,TN,38117,Shelby County,47157,both
87,35.0490805,-89.7989512,7928 WINCHESTER ROAD,MEMPHIS,TN,38125,Shelby County,47157,both
88,35.0934205,-89.8111939,7569 POPLAR AVE,GERMANTOWN,TN,38138,Shelby County,47157,both
89,35.1307693,-89.8570959,6143 WALNUT GROVE ROAD,MEMPHIS,TN,38120,Shelby County,47157,both
90,35.1356911,-90.0085639,1593 UNION AVENUE,MEMPHIS,TN,38104,Shelby County,47157,both
91,35.1484618551921,-89.9132073175093,4431 SUMMER AVE.,MEMPHIS,TN,38122,Shelby County,47157,both
92,35.066241,-89.7566273,9197 POPLAR AVE,GERMANTOWN,TN,38138,Shelby County,47157,both
93,35.1470548,-90.0443812,315 WASHINGTON STREET,MEMPHIS,TN,38103,Shelby County,47157,both
94,35.163479,-89.8582533,6156 MACON ROAD,MEMPHIS,TN,38134,Shelby County,47157,both
95,35.1848817,-89.8958471,2180 COVINGTON PIKE,MEMPHIS,TN,38128,Shelby County,47157,both
96,35.1473437,-89.796067,815 GERMANTOWN PKWY,CORDOVA,TN,38018,Shelby County,47157,both
97,35.21693,-89.99133,2177 FRAYSER BLVD.,MEMPHIS,TN,38127,Shelby County,47157,both
98,35.2338562,-89.8947141,3979 NEW COVINGTON PIKE,MEMPHIS,TN,38128,Shelby County,47157,both
99,35.2051171,-89.8631934,5998 STAGE ROAD,BARTLETT,TN,38134,Shelby County,47157,both
100,35.2052311,-89.7985388,7920 HIGHWAY 64,BARTLETT,TN,38133,Shelby County,47157,both
101,36.3065326,-82.3686724,1204 W. STATE OF FRANKLIN RD,JOHNSON CITY,TN,37604,Washington County,47179,both
102,36.3492989,-82.3989536,3201 PEOPLES STREET,JOHNSON CITY,TN,37604,Washington County,47179,both
103,36.351538,-82.2176778,415 BROAD ST.,ELIZABETHTON,TN,37643,Carter County,47019,both
104,36.3759006,-82.4270531,2700 BOONES CREEK ROAD,GRAY,TN,37615,Washington County,47179,both
105,36.5038173,-82.4312943,1001 FLAGSHIP DR,KINGSPORT,TN,37663,Sullivan County,47163,both
106,36.5571859,-82.2131583,1505 VOLUNTEER PARKWAY,BRISTOL,TN,37620,Sullivan County,47163,both
107,36.5026638,-82.5592773,1990 ENTERPRISE PLACE,KINGSPORT,TN,37660,Sullivan County,47163,both
108,36.560281,-82.558768,409 W. STONE DRIVE,KINGSPORT,TN,37660,Sullivan County,47163,both
109,36.1762966,-82.799639,1330 EAST ANDREW JOHNSON HIGHWAY,GREENEVILLE,TN,37745,Greene County,47059,both
110,36.1459385,-82.847054,601 ASHVILLE HIGHWAY,GREENEVILLE,TN,37743,Greene County,47059,both
111,36.2239076,-83.035617,13350 W ANDREW JOHNSON HWY,BULLS GAP,TN,37711,Greene County,47059,both
112,35.8146871,-83.9814661,2530 ALCOA HIWY,ALCOA,TN,37701,Blount County,47009,both
113,35.7599143,-83.9763793,265 S. CALDERWOOD STREET,ALCOA,TN,37701,Blount County,47009,both
114,35.73264,-83.9957,1771 W. BROADWAY AVE.,MARYVILLE,TN,37801,Blount County,47009,both
115,35.8599025,-84.0697328,9550 NORTH SHORE DRIVE,KNOXVILLE,TN,37922,Knox County,47093,both
116,35.9246515,-84.0549662,8305 KINGSTON PIKE,KNOXVILLE,TN,37919,Knox County,47093,both
117,35.9217698,-84.0931669,331 CEDAR BLUFF RD.,KNOXVILLE,TN,37923,Knox County,47093,both
118,35.906968,-83.839772,7535 MOUNTAIN GROVE DR.,KNOXVILLE,TN,37920,Knox County,47093,both
119,35.8851015,-84.151464,11136 KINGSTON PIKE,FARRAGUT,TN,37934,Knox County,47093,both
120,35.9510812,-83.9150226,2401 CHAPMAN HIGHWAY,KNOXVILLE,TN,37920,Knox County,47093,both
121,35.903647,-84.1406366,400 LOVELL RD.,KNOXVILLE,TN,37934,Knox County,47093,both
122,35.9734804,-83.9835262,4407 WESTERN AVENUE,KNOXVILLE,TN,37921,Knox County,47093,both
123,35.8785325,-83.7752279,10707 CHAPMAN HWY,SEYMOUR,TN,37865,Sevier County,47155,both
124,35.9997196,-83.9248073,3000 BROADWAY N.E.,KNOXVILLE,TN,37917,Knox County,47093,both
125,35.9481966,-84.158763,2060 CASTAIC LANE,KNOXVILLE,TN,37932,Knox County,47093,both
126,36.007963,-83.975532,400 MERCHANTS DR. N.W.,KNOXVILLE,TN,37912,Knox County,47093,both
127,36.0073922,-84.0214904,6650 CLINTON HIGHWAY,KNOXVILLE,TN,37912,Knox County,47093,both
128,35.8029275,-84.2604308,401 HWY 321 NORTH,LENOIR CITY,TN,37771,Loudon County,47105,both
129,36.02792802,-83.87378685,5011 MILLERTOWN PIKE,KNOXVILLE,TN,37917,Knox County,47093,both
130,36.0171902,-83.8263381,6201 ASHEVILLE HWY,KNOXVILLE,TN,37924,Knox County,47093,both
131,36.0502028,-83.997364,425 E EMORY RD,POWELL,TN,37849,Knox County,47093,both
132,36.0066415,-83.7724981,7407 STRAWBERRY PLAINS PIKE,KNOXVILLE,TN,37924,Knox County,47093,both
133,36.0721565,-83.9271475,6920 MAYNARDVILLE PIKE,KNOXVILLE,TN,37918,Knox County,47093,both
134,36.1632177,-84.0857251,2240 N CHARLES G SEIVERS BLVD,CLINTON,TN,37716,Anderson County,47001,both
135,36.3459406,-84.1616383,2245 JACKSBORO PIKE,LA FOLLETTE,TN,37766,Campbell County,47013,both
136,36.09294179,-84.13739164,410 S. CHARLES G. SEIVERS BLVD,CLINTON,TN,37716,Anderson County,47001,both
137,36.2228274,-83.2617277,2547 EAST MORRIS BOULEVARD,MORRISTOWN,TN,37813,Hamblen County,47063,both
138,36.19127,-83.35757,4388 ERICA GREEN CIRCLE,MORRISTOWN,TN,37814,Hamblen County,47063,both
139,36.1087919,-83.3384971,3663 ROY MESSER HIGHWAY,WHITE PINE,TN,37890,Jefferson County,47089,both
140,36.1268168,-83.4688894,1102 N. CHUCKEY PK,JEFFERSON CITY,TN,37760,Jefferson County,47089,both
141,36.0362481,-83.4369677,107 SHARON DRIVE,DANDRIDGE,TN,37725,Jefferson County,47089,both
142,35.9781553,-83.6062179,3424 WINFIELD DUNN PARKWAY,KODAK,TN,37764,Sevier County,47155,both
143,36.0152381,-84.2511966,1219 OAK RIDGE TPKE,OAK RIDGE,TN,37830,Anderson County,47001,both
144,35.9436301,-83.2086755,1071 COSBY HIGHWAY,NEWPORT,TN,37821,Cocke County,47029,both
145,35.7826483,-83.5516661,3644 PARKWAY,PIGEON FORGE,TN,37863,Sevier County,47155,both
146,35.86473976,-83.54407601,934 DOLLY PARTON PKWY,SEVIERVILLE,TN,37862,Sevier County,47155,both
147,35.8686843,-83.5682559,123 FORKS OF THE RIVER PKWY,SEVIERVILLE,TN,37862,Sevier County,47155,both
148,35.842213,-88.915358,2717 NORTH CENTRAL AVENUE,HUMBOLDT,TN,38343,Gibson County,47053,both
149,35.6702377,-88.8519954,873 VANN DRIVE,JACKSON,TN,38305,Madison County,47113,both
150,35.284,-89.671,5811 AIRLINE ROAD,ARLINGTON,TN,38002,Shelby County,47157,both
151,35.2051665,-89.7300249,9981 HIGHWAY 64,ARLINGTON,TN,38002,Shelby County,47157,both
152,35.2009935,-89.7871884,2760 NORTH GERMANTOWN PKWY,MEMPHIS,TN,38133,Shelby County,47157,both
153,35.1922479,-89.7930046,8092 ROCKCREEK COVE,CORDOVA,TN,38016,Shelby County,47157,both
154,35.34191,-89.90954,7895 US HWY 51,MILLINGTON,TN,38053,Shelby County,47157,both
155,35.229303,-89.5205626,6925 US HIGHWAY 64,OAKLAND,TN,38060,Fayette County,47047,both
156,35.44630227,-89.78748837,11257 HIGHWAY 51 S.,ATOKA,TN,38004,Tipton County,47167,both
157,35.0463847,-89.6860702,714 W POPLAR AVE,COLLIERVILLE,TN,38017,Shelby County,47157,both
158,35.5733505,-89.6446516,802 HWY 51 NORTH,COVINGTON,TN,38019,Tipton County,47167,both
159,35.5678517,-88.8143872,1646 S. HIGHLAND,JACKSON,TN,38301,Madison County,47113,both
160,35.558607,-88.812343,1912 HIGHLAND AVE.,JACKSON,TN,38301,Madison County,47113,both
161,35.673187,-88.780734,2575 CHRISTMASVILLE COVE,JACKSON,TN,38305,Madison County,47113,both
162,36.0609282,-89.395817,2485 LAKE DRIVE,DYERSBURG,TN,38024,Dyer County,47045,both
163,35.4409999,-88.6310994,450 E MAIN ST,HENDERSON,TN,38340,Chester County,47023,both
164,36.0069267,-88.4062414,20960 E MAIN ST,HUNTINGDON,TN,38344,Carroll County,47017,both
165,36.2887751,-88.3136829,1020 MINERAL WELLS,PARIS,TN,38242,Henry County,47079,both
166,35.9088236,-88.7521921,5092 SOUTH FIRST STREET,MILAN,TN,38358,Gibson County,47053,both
167,36.3427561,-88.8585419,308 UNIVERSITY STREET,MARTIN,TN,38237,Weakley County,47183,both
168,36.414068,-89.05855,1401 S. 1ST,UNION CITY,TN,38261,Obion County,47131,both
169,35.6570014,-88.408155,500 W. CHURCH STREET,LEXINGTON,TN,38351,Henderson County,47077,both
170,35.2224422,-88.2423679,45 WATER ST,SAVANNAH,TN,38372,Hardin County,47071,both
171,35.2491618,-87.3265614,900 N. LOCUST,LAWRENCEBURG,TN,38464,Lawrence County,47099,both
172,36.1675181,-85.5128051,230 N WILLOW AVE,COOKEVILLE,TN,38501,Putnam County,47141,both
173,36.1370639,-85.5027448,1029 S. JEFFERSON,COOKEVILLE,TN,38501,Putnam County,47141,both
